ORF_ID,Original_Score,Modified_Score,Length,Status
NZ_CP009187.1_3346146,352.7713,587.9522,702,TP
NZ_CP009187.1_3355098,1023.8847,1706.4745,1443,TP
NZ_CP009187.1_3356862,86.9544,144.9241,414,TP
NZ_CP009187.1_3389100,517.7071,862.8452,825,TP
NZ_CP009187.1_3391533,843.9261,1406.5435,1245,TP
NZ_CP009187.1_3392811,162.8751,271.4586,390,TP
NZ_CP009187.1_3406284,1195.3828,1992.3047,1041,TP
NZ_CP009187.1_3425583,1073.5184,1789.1974,1524,TP
NZ_CP009187.1_3427242,3014.2629,5023.7715,2277,TP
NZ_CP009187.1_3430386,192.0696,320.1161,324,TP
NZ_CP009187.1_3431292,218.3114,363.8523,546,TP
NZ_CP009187.1_3434463,1107.3734,1845.6223,1110,TP
NZ_CP009187.1_3439071,278.0468,463.4113,477,TP
NZ_CP009187.1_3448503,1815.2042,3025.3403,1488,TP
NZ_CP009187.1_3455760,1784.4597,2974.0994,1512,TP
NZ_CP009187.1_3474006,1906.0800,3176.7998,1371,TP
NZ_CP009187.1_3477648,403.0741,671.7902,1080,TP
NZ_CP009187.1_3485571,211.2881,352.1468,603,TP
NZ_CP009187.1_3488133,166.3290,277.2150,426,TP
NZ_CP009187.1_3488568,82.4035,137.3391,495,TP
NZ_CP009187.1_3505362,1608.4589,2680.7646,1407,TP
NZ_CP009187.1_3512076,293.4454,489.0756,555,TP
NZ_CP009187.1_3514656,810.1314,1350.2190,759,TP
NZ_CP009187.1_3520506,403.5721,672.6202,636,TP
NZ_CP009187.1_3525789,1515.6947,2526.1577,1596,TP
NZ_CP009187.1_3537237,1137.0355,1895.0592,1125,TP
NZ_CP009187.1_3542859,1078.5309,1797.5514,1488,TP
NZ_CP009187.1_3556854,84.5426,140.9043,210,TP
NZ_CP009187.1_3585003,437.3909,728.9847,687,TP
NZ_CP009187.1_3591645,304.4739,507.4565,612,TP
NZ_CP009187.1_3599850,925.7909,1542.9847,849,TP
NZ_CP009187.1_3604725,725.2346,1208.7244,993,TP
NZ_CP009187.1_3643176,1132.5699,1887.6166,1662,TP
NZ_CP009187.1_3649368,413.2059,688.6765,741,TP
NZ_CP009187.1_3654660,2404.1008,4006.8347,2271,TP
NZ_CP009187.1_3662061,1945.8586,3243.0977,1647,TP
NZ_CP009187.1_3664218,369.1869,615.3115,669,TP
NZ_CP009187.1_3665817,390.3493,650.5821,432,TP
NZ_CP009187.1_3672327,892.9618,1488.2697,1248,TP
NZ_CP009187.1_3676065,507.2314,845.3856,666,TP
NZ_CP009187.1_3691140,236.7343,394.5571,480,TP
NZ_CP009187.1_3694053,592.4136,987.3560,807,TP
NZ_CP009187.1_3694863,1110.7383,1851.2305,1605,TP
NZ_CP009187.1_3697197,829.4753,1382.4587,900,TP
NZ_CP009187.1_3704436,264.7160,441.1933,435,TP
NZ_CP009187.1_3715776,917.4531,1529.0884,1218,TP
NZ_CP009187.1_3726126,1535.2961,2558.8269,1350,TP
NZ_CP009187.1_3737958,255.4168,425.6946,330,TP
NZ_CP009187.1_3769110,232.8086,388.0143,390,TP
NZ_CP009187.1_3772650,143.9303,239.8839,369,TP
NZ_CP009187.1_3787740,467.4796,779.1326,627,TP
NZ_CP009187.1_3790155,401.9327,669.8879,654,TP
NZ_CP009187.1_3804864,462.5159,770.8599,711,TP
NZ_CP009187.1_3805620,1662.5975,2770.9958,1953,TP
NZ_CP009187.1_3834891,99.7572,166.2620,309,TP
NZ_CP009187.1_3847164,252.4769,420.7948,537,TP
NZ_CP009187.1_3869751,1282.1216,2136.8691,1368,TP
NZ_CP009187.1_3872616,367.7925,612.9875,789,TP
NZ_CP009187.1_3908235,1267.9994,2113.3323,1503,TP
NZ_CP009187.1_3922470,1278.3861,2130.6436,1203,TP
NZ_CP009187.1_3923697,1087.7279,1812.8798,1122,TP
NZ_CP009187.1_3953430,526.5040,877.5067,840,TP
NZ_CP009187.1_3969342,707.6619,1179.4364,1221,TP
NZ_CP009187.1_3977061,582.4722,970.7870,861,TP
NZ_CP009187.1_3989895,755.0034,1258.3389,879,TP
NZ_CP009187.1_3991620,1149.8795,1916.4658,1068,TP
NZ_CP009187.1_4005246,939.5014,1565.8357,957,TP
NZ_CP009187.1_4012416,2000.8987,3334.8311,1077,TP
NZ_CP009187.1_4020141,1070.4727,1784.1211,1242,TP
NZ_CP009187.1_4025829,500.2879,833.8132,549,TP
NZ_CP009187.1_4027890,827.8652,1379.7754,1077,TP
NZ_CP009187.1_4058697,822.3686,1370.6143,1188,TP
NZ_CP009187.1_4091232,112.7190,187.8650,285,TP
NZ_CP009187.1_4116477,558.7818,931.3030,675,TP
NZ_CP009187.1_4118775,806.4342,1344.0570,1023,TP
NZ_CP009187.1_4125372,692.6486,1154.4143,1107,TP
NZ_CP009187.1_4140549,888.1458,1480.2430,1473,TP
NZ_CP009187.1_4142043,755.2358,1258.7263,702,TP
NZ_CP009187.1_4181757,783.1180,1305.1967,1077,TP
NZ_CP009187.1_4182933,570.7489,951.2482,1059,TP
NZ_CP009187.1_4217133,1113.6912,1856.1519,1062,TP
NZ_CP009187.1_4226988,380.5353,634.2255,537,TP
NZ_CP009187.1_4227528,619.5709,1032.6180,822,TP
NZ_CP009187.1_4230255,562.8879,938.1465,981,TP
NZ_CP009187.1_4234779,295.0210,491.7016,486,TP
NZ_CP009187.1_4235373,198.0692,330.1154,366,TP
NZ_CP009187.1_4237164,624.9253,1041.5421,765,TP
NZ_CP009187.1_4251084,1906.1654,3176.9424,1782,TP
NZ_CP009187.1_4252992,945.2058,1575.3430,1335,TP
NZ_CP009187.1_4305756,324.8327,541.3878,483,TP
NZ_CP009187.1_4306866,283.0182,471.6969,792,TP
NZ_CP009187.1_4310400,308.5262,514.2103,414,TP
NZ_CP009187.1_4312764,469.6006,782.6676,777,TP
NZ_CP009187.1_4314177,357.4964,595.8274,546,TP
NZ_CP009187.1_4322325,430.9952,718.3254,909,TP
NZ_CP009187.1_4323498,354.4594,590.7656,399,TP
NZ_CP009187.1_4324014,379.4443,632.4072,657,TP
NZ_CP009187.1_4325073,189.7933,316.3221,405,TP
NZ_CP009187.1_4327548,573.1292,955.2153,651,TP
NZ_CP009187.1_4336776,554.0616,923.4360,1173,TP
NZ_CP009187.1_4341879,537.6659,896.1098,852,TP
NZ_CP009187.1_4343313,1724.4243,2874.0405,1722,TP
NZ_CP009187.1_4345038,1135.1506,1891.9177,1443,TP
NZ_CP009187.1_4350744,219.0889,365.1482,297,TP
NZ_CP009187.1_4351074,729.1057,1215.1760,1107,TP
NZ_CP009187.1_4353414,513.4872,855.8121,1596,TP
NZ_CP009187.1_4396596,4603.2505,7672.0840,3555,TP
NZ_CP009187.1_4402731,273.8645,456.4409,351,TP
NZ_CP009187.1_5239,1892.8929,3154.8215,2028,TP
NZ_CP009187.1_9913,454.1396,756.8994,915,TP
NZ_CP009187.1_31513,195.6067,326.0112,306,TP
NZ_CP009187.1_33223,204.1085,340.1808,330,TP
NZ_CP009187.1_34294,1600.9291,2668.2151,2316,TP
NZ_CP009187.1_37258,1225.2791,2042.1317,1689,TP
NZ_CP009187.1_43561,2462.9424,4104.9038,2910,TP
NZ_CP009187.1_53236,1742.7074,2904.5122,2463,TP
NZ_CP009187.1_57334,486.4123,810.6871,639,TP
NZ_CP009187.1_58585,241.0582,401.7637,495,TP
NZ_CP009187.1_63199,392.5972,654.3286,693,TP
NZ_CP009187.1_65551,583.8580,973.0967,1143,TP
NZ_CP009187.1_66922,871.6638,1452.7729,1440,TP
NZ_CP009187.1_80623,521.7444,869.5740,1050,TP
NZ_CP009187.1_82747,753.2135,1255.3558,1236,TP
NZ_CP009187.1_83995,774.3485,1290.5808,1173,TP
NZ_CP009187.1_86527,568.8406,948.0676,606,TP
NZ_CP009187.1_89923,236.2649,393.7747,480,TP
NZ_CP009187.1_98479,566.6142,944.3570,771,TP
NZ_CP009187.1_100582,2304.9558,3841.5930,2286,TP
NZ_CP009187.1_107599,342.2030,570.3384,552,TP
NZ_CP009187.1_136288,570.4197,950.6995,957,TP
NZ_CP009187.1_141199,548.7310,914.5517,945,TP
NZ_CP009187.1_148855,258.0818,430.1364,369,TP
NZ_CP009187.1_151147,936.8048,1561.3413,1068,TP
NZ_CP009187.1_152323,1730.5170,2884.1948,1806,TP
NZ_CP009187.1_154231,1370.1964,2283.6606,1368,TP
NZ_CP009187.1_157846,571.0519,951.7532,456,TP
NZ_CP009187.1_161770,610.7761,1017.9601,903,TP
NZ_CP009187.1_165322,281.9804,469.9674,504,TP
NZ_CP009187.1_165826,908.3954,1513.9923,1023,TP
NZ_CP009187.1_166909,210.8109,351.3515,381,TP
NZ_CP009187.1_167710,511.7426,852.9044,927,TP
NZ_CP009187.1_171214,594.1315,990.2192,954,TP
NZ_CP009187.1_172210,771.2752,1285.4586,933,TP
NZ_CP009187.1_174832,743.4610,1239.1017,861,TP
NZ_CP009187.1_175699,1192.3447,1987.2412,969,TP
NZ_CP009187.1_186784,521.6664,869.4440,645,TP
NZ_CP009187.1_190606,1472.2109,2453.6848,1350,TP
NZ_CP009187.1_194992,1516.7550,2527.9250,1665,TP
NZ_CP009187.1_197659,773.0200,1288.3667,870,TP
NZ_CP009187.1_199894,910.4670,1517.4449,1041,TP
NZ_CP009187.1_204064,1041.9008,1736.5012,1173,TP
NZ_CP009187.1_207451,688.5987,1147.6644,969,TP
NZ_CP009187.1_214087,677.1384,1128.5640,840,TP
NZ_CP009187.1_216268,1790.0532,2983.4219,2076,TP
NZ_CP009187.1_231646,398.5913,664.3188,585,TP
NZ_CP009187.1_237205,415.9952,693.3253,690,TP
NZ_CP009187.1_241513,216.7882,361.3136,411,TP
NZ_CP009187.1_249037,724.9893,1208.3154,1086,TP
NZ_CP009187.1_256159,1149.7772,1916.2953,1518,TP
NZ_CP009187.1_260923,1140.6506,1901.0844,1329,TP
NZ_CP009187.1_278584,1096.0393,1826.7322,945,TP
NZ_CP009187.1_287185,744.3576,1240.5959,1167,TP
NZ_CP009187.1_288427,514.0071,856.6785,615,TP
NZ_CP009187.1_305452,168.8025,281.3376,357,TP
NZ_CP009187.1_330421,367.1296,611.8827,582,TP
NZ_CP009187.1_331747,718.1256,1196.8760,921,TP
NZ_CP009187.1_345634,4950.7598,8251.2656,3993,TP
NZ_CP009187.1_351847,190.6562,317.7603,291,TP
NZ_CP009187.1_355879,623.5151,1039.1918,996,TP
NZ_CP009187.1_361333,1515.2421,2525.4033,1776,TP
NZ_CP009187.1_363475,138.2619,230.4365,303,TP
NZ_CP009187.1_365233,662.5963,1104.3270,909,TP
NZ_CP009187.1_375913,609.4033,1015.6721,672,TP
NZ_CP009187.1_379171,1058.5033,1764.1721,1230,TP
NZ_CP009187.1_382489,284.2941,473.8234,387,TP
NZ_CP009187.1_391351,593.9201,989.8668,681,TP
NZ_CP009187.1_397471,378.5406,630.9010,756,TP
NZ_CP009187.1_412756,1149.6716,1916.1194,1482,TP
NZ_CP009187.1_418948,447.0205,745.0342,660,TP
NZ_CP009187.1_421708,580.7430,967.9050,708,TP
NZ_CP009187.1_439870,1544.7858,2574.6428,1383,TP
NZ_CP009187.1_454420,628.8359,1048.0598,966,TP
NZ_CP009187.1_468334,1378.3774,2297.2957,1260,TP
NZ_CP009187.1_479788,263.8694,439.7823,372,TP
NZ_CP009187.1_483976,553.3281,922.2135,1758,TP
NZ_CP009187.1_491785,1793.8164,2989.6938,2073,TP
NZ_CP009187.1_528607,2330.4126,3884.0210,1623,TP
NZ_CP009187.1_551197,267.3310,445.5516,492,TP
NZ_CP009187.1_551980,285.5592,475.9320,570,TP
NZ_CP009187.1_552613,1532.6814,2554.4690,1395,TP
NZ_CP009187.1_563563,911.9794,1519.9656,1371,TP
NZ_CP009187.1_570538,862.4726,1437.4543,1110,TP
NZ_CP009187.1_575347,982.5545,1637.5908,1443,TP
NZ_CP009187.1_578425,657.4119,1095.6865,750,TP
NZ_CP009187.1_596758,228.7225,381.2041,444,TP
NZ_CP009187.1_600097,132.2124,220.3540,294,TP
NZ_CP009187.1_602818,1753.2043,2922.0071,1698,TP
NZ_CP009187.1_606148,105.2955,175.4924,300,TP
NZ_CP009187.1_606526,887.3219,1478.8698,1536,TP
NZ_CP009187.1_616222,378.1849,630.3081,609,TP
NZ_CP009187.1_618304,1675.5153,2792.5254,1590,TP
NZ_CP009187.1_627247,781.5167,1302.5278,1041,TP
NZ_CP009187.1_632371,792.1249,1320.2081,663,TP
NZ_CP009187.1_646297,1183.5714,1972.6190,1665,TP
NZ_CP009187.1_648544,524.7017,874.5029,1128,TP
NZ_CP009187.1_653878,726.8382,1211.3970,861,TP
NZ_CP009187.1_659449,1059.7448,1766.2412,1419,TP
NZ_CP009187.1_669847,877.1846,1461.9742,1305,TP
NZ_CP009187.1_676237,606.5257,1010.8762,759,TP
NZ_CP009187.1_679228,2424.7109,4041.1848,2634,TP
NZ_CP009187.1_684409,371.8096,619.6826,723,TP
NZ_CP009187.1_685927,759.3659,1265.6099,888,TP
NZ_CP009187.1_692089,993.8637,1656.4395,1143,TP
NZ_CP009187.1_703243,112.1137,186.8561,246,TP
NZ_CP009187.1_710344,119.1734,198.6223,243,TP
NZ_CP009187.1_715369,478.7223,797.8705,948,TP
NZ_CP009187.1_718024,118.2192,197.0320,261,TP
NZ_CP009187.1_731929,368.7833,614.6387,477,TP
NZ_CP009187.1_746362,578.3470,963.9116,675,TP
NZ_CP009187.1_751585,1323.8350,2206.3916,1011,TP
NZ_CP009187.1_756136,2770.2937,4617.1563,2364,TP
NZ_CP009187.1_758800,152.3127,253.8546,339,TP
NZ_CP009187.1_763369,6333.4365,10555.7275,3951,TP
NZ_CP009187.1_770581,485.6045,809.3408,843,TP
NZ_CP009187.1_773122,806.4176,1344.0293,939,TP
NZ_CP009187.1_781933,365.5222,609.2037,471,TP
NZ_CP009187.1_786148,798.3871,1330.6451,798,TP
NZ_CP009187.1_787939,1056.9312,1761.5519,1221,TP
NZ_CP009187.1_802132,296.5195,494.1992,303,TP
NZ_CP009187.1_803410,158.2348,263.7246,282,TP
NZ_CP009187.1_805525,162.8083,271.3472,234,TP
NZ_CP009187.1_811372,301.1671,501.9452,369,TP
NZ_CP009187.1_811741,222.5128,370.8547,318,TP
NZ_CP009187.1_812626,72.1365,120.2275,186,TP
NZ_CP009187.1_813397,431.7124,719.5206,540,TP
NZ_CP009187.1_814327,531.5401,885.9001,663,TP
NZ_CP009187.1_815731,1237.4747,2062.4578,1803,TP
NZ_CP009187.1_821506,748.0601,1246.7667,1347,TP
NZ_CP009187.1_822907,486.4856,810.8093,687,TP
NZ_CP009187.1_826669,575.9007,959.8345,801,TP
NZ_CP009187.1_827542,382.6153,637.6922,534,TP
NZ_CP009187.1_828139,436.2391,727.0652,753,TP
NZ_CP009187.1_830854,286.5447,477.5745,807,TP
NZ_CP009187.1_840946,119.9302,199.8837,258,TP
NZ_CP009187.1_842032,191.2051,318.6752,246,TP
NZ_CP009187.1_860911,1125.5732,1875.9553,1470,TP
NZ_CP009187.1_862411,674.9184,1124.8640,747,TP
NZ_CP009187.1_864139,332.9439,554.9064,435,TP
NZ_CP009187.1_870007,1215.9840,2026.6400,1419,TP
NZ_CP009187.1_881626,318.3640,530.6066,792,TP
NZ_CP009187.1_882523,177.7866,296.3110,240,TP
NZ_CP009187.1_893317,1403.5970,2339.3284,1302,TP
NZ_CP009187.1_902164,1369.4672,2282.4453,1530,TP
NZ_CP009187.1_903724,798.7455,1331.2424,1095,TP
NZ_CP009187.1_919633,819.0209,1365.0348,1056,TP
NZ_CP009187.1_947311,86.4240,144.0400,333,TP
NZ_CP009187.1_951631,712.8641,1188.1068,1080,TP
NZ_CP009187.1_963868,223.9828,373.3046,426,TP
NZ_CP009187.1_967897,282.5573,470.9287,408,TP
NZ_CP009187.1_970504,1632.6627,2721.1045,1953,TP
NZ_CP009187.1_980224,226.5835,377.6391,285,TP
NZ_CP009187.1_987232,1246.8560,2078.0933,1473,TP
NZ_CP009187.1_996523,512.1648,853.6080,1182,TP
NZ_CP009187.1_1002811,556.8550,928.0917,981,TP
NZ_CP009187.1_1003804,61.7609,102.9349,153,TP
NZ_CP009187.1_1008943,719.4902,1199.1503,1119,TP
NZ_CP009187.1_1011730,2436.8098,4061.3496,2394,TP
NZ_CP009187.1_1014865,413.1719,688.6198,435,TP
NZ_CP009187.1_1022086,1313.1104,2188.5171,1782,TP
NZ_CP009187.1_1024210,261.5648,435.9413,477,TP
NZ_CP009187.1_1027684,943.9136,1573.1893,1653,TP
NZ_CP009187.1_1034902,984.5869,1640.9781,1113,TP
NZ_CP009187.1_1036027,551.4662,919.1104,975,TP
NZ_CP009187.1_1042114,862.5806,1437.6343,1125,TP
NZ_CP009187.1_1044316,596.2520,993.7534,906,TP
NZ_CP009187.1_1048411,2036.9406,3394.9009,1935,TP
NZ_CP009187.1_1067560,310.9701,518.2834,648,TP
NZ_CP009187.1_1069882,1555.8588,2593.0979,1380,TP
NZ_CP009187.1_1073326,151.3797,252.2994,222,TP
NZ_CP009187.1_1074073,126.8737,211.4562,348,TP
NZ_CP009187.1_1078390,182.2838,303.8063,297,TP
NZ_CP009187.1_1081051,219.0924,365.1541,633,TP
NZ_CP009187.1_1101802,306.8264,511.3773,747,TP
NZ_CP009187.1_1110268,1295.4156,2159.0261,1281,TP
NZ_CP009187.1_1112383,944.6922,1574.4869,1077,TP
NZ_CP009187.1_1120021,580.7495,967.9158,858,TP
NZ_CP009187.1_1138966,4732.2856,7887.1426,3705,TP
NZ_CP009187.1_1145857,282.8152,471.3587,687,TP
NZ_CP009187.1_1147018,667.5419,1112.5697,960,TP
NZ_CP009187.1_1153723,1991.7097,3319.5161,2130,TP
NZ_CP009187.1_1169422,1234.6056,2057.6760,1248,TP
NZ_CP009187.1_1177627,509.9624,849.9373,765,TP
NZ_CP009187.1_1183507,411.4584,685.7640,474,TP
NZ_CP009187.1_1184014,435.2820,725.4700,864,TP
NZ_CP009187.1_1187434,240.9447,401.5744,567,TP
NZ_CP009187.1_1196278,895.3993,1492.3322,837,TP
NZ_CP009187.1_1200592,637.8286,1063.0476,1068,TP
NZ_CP009187.1_1204066,830.3988,1383.9979,1167,TP
NZ_CP009187.1_1210594,503.6127,839.3546,789,TP
NZ_CP009187.1_1221958,951.0824,1585.1373,828,TP
NZ_CP009187.1_1222996,1421.1351,2368.5586,1302,TP
NZ_CP009187.1_1236184,878.9184,1464.8640,1008,TP
NZ_CP009187.1_1238254,1163.8958,1939.8262,1074,TP
NZ_CP009187.1_1239415,65.8264,109.7106,198,TP
NZ_CP009187.1_1240186,201.6359,336.0598,699,TP
NZ_CP009187.1_1241632,219.3471,365.5785,324,TP
NZ_CP009187.1_1256131,971.4248,1619.0413,1182,TP
NZ_CP009187.1_1261921,158.3628,263.9380,237,TP
NZ_CP009187.1_1271155,801.4049,1335.6748,753,TP
NZ_CP009187.1_1274899,383.3662,638.9436,651,TP
NZ_CP009187.1_1284991,761.6385,1269.3975,1296,TP
NZ_CP009187.1_1292737,457.7002,762.8336,666,TP
NZ_CP009187.1_1296151,1316.9568,2194.9280,1908,TP
NZ_CP009187.1_1300303,660.4537,1100.7562,912,TP
NZ_CP009187.1_1320034,784.2016,1307.0027,1419,TP
NZ_CP009187.1_1331020,895.7939,1492.9899,990,TP
NZ_CP009187.1_1332091,687.3615,1145.6024,873,TP
NZ_CP009187.1_1333930,625.5344,1042.5574,915,TP
NZ_CP009187.1_1334926,442.9835,738.3058,828,TP
NZ_CP009187.1_1339348,1087.4028,1812.3380,1176,TP
NZ_CP009187.1_1352143,780.9820,1301.6366,975,TP
NZ_CP009187.1_1365343,143.7807,239.6344,465,TP
NZ_CP009187.1_1365946,1292.2747,2153.7910,1515,TP
NZ_CP009187.1_1377523,1063.4941,1772.4902,1407,TP
NZ_CP009187.1_1379854,470.2961,783.8269,825,TP
NZ_CP009187.1_1386856,605.2053,1008.6755,861,TP
NZ_CP009187.1_1399969,1327.4550,2212.4248,1692,TP
NZ_CP009187.1_1410430,827.4349,1379.0582,1389,TP
NZ_CP009187.1_1413259,438.4399,730.7332,681,TP
NZ_CP009187.1_1427413,2649.4690,4415.7817,2628,TP
NZ_CP009187.1_1438906,1792.1826,2986.9709,1845,TP
NZ_CP009187.1_1450696,972.9790,1621.6316,1083,TP
NZ_CP009187.1_1456627,475.5924,792.6539,915,TP
NZ_CP009187.1_1457557,438.6717,731.1195,654,TP
NZ_CP009187.1_1459765,409.6299,682.7165,486,TP
NZ_CP009187.1_1463227,1841.0223,3068.3706,1650,TP
NZ_CP009187.1_1464883,781.8511,1303.0852,918,TP
NZ_CP009187.1_1465840,1623.7856,2706.3093,1461,TP
NZ_CP009187.1_1484287,505.5218,842.5363,672,TP
NZ_CP009187.1_1500991,355.9497,593.2495,591,TP
NZ_CP009187.1_1505074,611.8747,1019.7911,816,TP
NZ_CP009187.1_1506754,609.0526,1015.0876,780,TP
NZ_CP009187.1_1509280,1367.9608,2279.9346,1566,TP
NZ_CP009187.1_1515622,2345.5654,3909.2756,1740,TP
NZ_CP009187.1_1530286,209.1807,348.6345,639,TP
NZ_CP009187.1_1544824,897.0398,1495.0663,1182,TP
NZ_CP009187.1_1549147,1341.3593,2235.5986,1494,TP
NZ_CP009187.1_1554187,1472.0294,2453.3823,1293,TP
NZ_CP009187.1_1557100,6069.3721,10115.6201,3348,TP
NZ_CP009187.1_1561768,1057.5205,1762.5342,1620,TP
NZ_CP009187.1_1565092,349.3996,582.3327,333,TP
NZ_CP009187.1_1565440,927.7959,1546.3264,1257,TP
NZ_CP009187.1_1580590,446.5987,744.3311,483,TP
NZ_CP009187.1_1582165,438.9531,731.5885,939,TP
NZ_CP009187.1_1592149,218.0345,363.3908,465,TP
NZ_CP009187.1_1592638,224.5296,374.2159,687,TP
NZ_CP009187.1_1596880,712.3428,1187.2380,1029,TP
NZ_CP009187.1_1608082,1560.9536,2601.5894,1770,TP
NZ_CP009187.1_1611433,478.9247,798.2079,816,TP
NZ_CP009187.1_1614328,1190.8998,1984.8329,1239,TP
NZ_CP009187.1_1622767,65.8269,109.7115,240,TP
NZ_CP009187.1_1635028,795.5537,1325.9229,927,TP
NZ_CP009187.1_1646185,490.1783,816.9639,807,TP
NZ_CP009187.1_1650715,1115.0962,1858.4937,801,TP
NZ_CP009187.1_1668418,433.2639,722.1064,726,TP
NZ_CP009187.1_1669282,1111.7886,1852.9810,1134,TP
NZ_CP009187.1_1671376,915.4539,1525.7565,1008,TP
NZ_CP009187.1_1686883,793.7794,1322.9656,1005,TP
NZ_CP009187.1_1690849,401.4939,669.1564,1029,TP
NZ_CP009187.1_1705057,508.5283,847.5471,732,TP
NZ_CP009187.1_1708870,392.9651,654.9418,765,TP
NZ_CP009187.1_1711027,544.5320,907.5533,1041,TP
NZ_CP009187.1_1718725,906.0289,1510.0482,1245,TP
NZ_CP009187.1_1729501,945.6863,1576.1438,1755,TP
NZ_CP009187.1_1734733,473.5428,789.2380,678,TP
NZ_CP009187.1_1735975,171.8395,286.3991,237,TP
NZ_CP009187.1_1736518,3234.3428,5390.5713,3126,TP
NZ_CP009187.1_1747693,4714.0752,7856.7920,3555,TP
NZ_CP009187.1_1757437,131.6707,219.4511,234,TP
NZ_CP009187.1_1757680,1257.6237,2096.0393,1752,TP
NZ_CP009187.1_1760551,213.8801,356.4667,378,TP
NZ_CP009187.1_1764769,81.8724,136.4539,204,TP
NZ_CP009187.1_1777858,432.3929,720.6549,681,TP
NZ_CP009187.1_1795804,1056.8657,1761.4429,1584,TP
NZ_CP009187.1_1800895,869.6127,1449.3544,1143,TP
NZ_CP009187.1_1804852,601.2030,1002.0050,804,TP
NZ_CP009187.1_1809442,331.9071,553.1785,708,TP
NZ_CP009187.1_1812358,367.6350,612.7250,813,TP
NZ_CP009187.1_1815682,137.9864,229.9773,399,TP
NZ_CP009187.1_1818574,836.3872,1393.9786,1455,TP
NZ_CP009187.1_1830664,3569.5884,5949.3140,2715,TP
NZ_CP009187.1_1833541,1697.6947,2829.4912,1446,TP
NZ_CP009187.1_1852927,124.6663,207.7771,195,TP
NZ_CP009187.1_1853605,462.1223,770.2039,783,TP
NZ_CP009187.1_1857730,353.0374,588.3957,807,TP
NZ_CP009187.1_1858699,891.6220,1486.0366,1059,TP
NZ_CP009187.1_1865575,809.5195,1349.1991,1059,TP
NZ_CP009187.1_1868722,1394.3657,2323.9429,1203,TP
NZ_CP009187.1_1871362,1490.6224,2484.3706,1197,TP
NZ_CP009187.1_1881703,4310.3208,7183.8677,4809,TP
NZ_CP009187.1_1891225,908.5927,1514.3212,1062,TP
NZ_CP009187.1_1904428,864.3245,1440.5409,825,TP
NZ_CP009187.1_1906471,539.8604,899.7672,849,TP
NZ_CP009187.1_1912978,270.2362,450.3937,612,TP
NZ_CP009187.1_1915948,373.0310,621.7183,753,TP
NZ_CP009187.1_1925581,325.1533,541.9222,624,TP
NZ_CP009187.1_1934881,1276.0889,2126.8147,1461,TP
NZ_CP009187.1_1938145,755.1172,1258.5287,696,TP
NZ_CP009187.1_1940287,1537.5588,2562.5979,1392,TP
NZ_CP009187.1_1943575,938.3359,1563.8931,831,TP
NZ_CP009187.1_1944808,796.4402,1327.4004,819,TP
NZ_CP009187.1_1967704,83.6116,139.3526,213,TP
NZ_CP009187.1_1968172,350.5950,584.3250,738,TP
NZ_CP009187.1_1969003,1227.0508,2045.0846,1701,TP
NZ_CP009187.1_1979764,825.5848,1375.9747,1239,TP
NZ_CP009187.1_2010745,929.0806,1548.4675,1215,TP
NZ_CP009187.1_2019256,4674.0850,7790.1416,4176,TP
NZ_CP009187.1_2024827,225.6848,376.1413,204,TP
NZ_CP009187.1_2026789,623.5332,1039.2219,1182,TP
NZ_CP009187.1_2028424,415.0859,691.8098,1053,TP
NZ_CP009187.1_2029903,183.8492,306.4153,300,TP
NZ_CP009187.1_2033728,995.8536,1659.7560,1758,TP
NZ_CP009187.1_2039158,95.1851,158.6418,192,TP
NZ_CP009187.1_2039452,1497.6407,2496.0679,1968,TP
NZ_CP009187.1_2048071,126.3354,210.5590,300,TP
NZ_CP009187.1_2051281,910.2765,1517.1274,1407,TP
NZ_CP009187.1_2057527,325.4003,542.3338,666,TP
NZ_CP009187.1_2059594,1525.0271,2541.7117,1464,TP
NZ_CP009187.1_2069701,460.3696,767.2827,924,TP
NZ_CP009187.1_2071951,315.0767,525.1277,405,TP
NZ_CP009187.1_2074885,437.9792,729.9653,633,TP
NZ_CP009187.1_2079829,695.2823,1158.8038,867,TP
NZ_CP009187.1_2097646,128.1599,213.5999,315,TP
NZ_CP009187.1_2101003,267.2943,445.4904,645,TP
NZ_CP009187.1_2104984,388.2347,647.0578,786,TP
NZ_CP009187.1_2107735,577.6053,962.6755,978,TP
NZ_CP009187.1_2115763,1329.7876,2216.3125,1485,TP
NZ_CP009187.1_2123173,276.5394,460.8990,438,TP
NZ_CP009187.1_2123665,446.5565,744.2609,705,TP
NZ_CP009187.1_2125339,389.1195,648.5325,480,TP
NZ_CP009187.1_2125903,1790.0529,2983.4214,2064,TP
NZ_CP009187.1_2128021,907.9518,1513.2531,1353,TP
NZ_CP009187.1_2150953,139.7681,232.9469,432,TP
NZ_CP009187.1_2175232,731.8379,1219.7297,1281,TP
NZ_CP009187.1_2177086,1513.4175,2522.3623,1863,TP
NZ_CP009187.1_2179672,292.1591,486.9318,774,TP
NZ_CP009187.1_2183371,374.7842,624.6403,498,TP
NZ_CP009187.1_2188495,2906.6665,4844.4438,2520,TP
NZ_CP009187.1_2192605,675.4251,1125.7085,1062,TP
NZ_CP009187.1_2202583,359.1325,598.5541,546,TP
NZ_CP009187.1_2211625,994.2259,1657.0431,1233,TP
NZ_CP009187.1_2217163,317.6579,529.4298,483,TP
